"Worksheet exported from: C:\Users\icpoes\Documents\Agilent\ICP Expert\My Results\roasted_coffees_QC.esws"
"Instrument name",""
"Software version","7.7.0.13059"
"Firmware version",""

""
"Label","Rack:Tube","Type","Measurement","Date Time","Element","Element Label","Flags","Unadjusted Data","Concentration","Unit","Intensity","Concentration SD","Concentration % RSD","Intensity SD","Intensity % RSD","%RSE","Weight","Volume","Dilution","Internal Standard","Calibration fit","Correlation coefficient","Background correction","%RSE limit","Calibration Coefficient [1]","Calibration Coefficient [2]","Calibration Coefficient [3]","LIMS ID","Customer","Customer Ref.","Sample Date Time","Sample Site","Description","Replicates","Concentration Replicate 1","Concentration Replicate 2","Concentration Replicate 3","Intensity Replicate 1","Intensity Replicate 2","Intensity Replicate 3","Flags Replicate 1","Flags Replicate 2","Flags Replicate 3"
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","K 693.876","K","","0.00","0.00","ppm","18587.26","-","-","473.94","2.55","13968.85","-","-","-","-","Weighted Linear Through None","0.42629","Fitted","-","19308.8905252778","11.9226767925884","-","","","","","","","3","0.00","0.00","0.00","18054.03","18747.24","18960.50","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","K 766.491","K","","0.00","0.00","ppm","215.57","-","-","96.13","44.59","20.61","-","-","-","-","Weighted Linear Through None","0.99974","Fitted","-","-1258.56836292931","68914.759165721","-","","","","","","","3","0.00","0.00","0.00","170.61","325.94","150.17","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","K 769.897","K","","0.00","0.00","ppm","16195.18","-","-","191.90","1.18","79.67","-","-","-","-","Weighted Linear Through None","0.99982","Fitted","-","13565.9051170005","64847.0845038005","-","","","","","","","3","0.00","0.00","0.00","16015.19","16173.22","16397.11","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Li 274.119","Li","","0.00","0.00","ppm","5.66","-","-","0.88","15.47","362.92","-","-","-","-","Weighted Linear Through None","0.99932","Fitted","-","5.64200148425298","53.9189118377306","-","","","","","","","3","0.00","0.00","0.00","6.23","4.65","6.10","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Li 323.263","Li","","0.00","0.00","ppm","20.20","-","-","9.31","46.09","214.25","-","-","-","-","Weighted Linear Through None","0.99966","Fitted","-","4.94887639004978","122.149515964069","-","","","","","","","3","0.00","0.00","0.00","17.32","12.67","30.61","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Li 460.289","Li","","0.00","0.00","ppm","76.81","-","-","35.72","46.51","32.89","-","-","-","-","Weighted Linear Through None","0.99986","Fitted","-","-2.99303506630963","7469.34025520561","-","","","","","","","3","0.00","0.00","0.00","35.65","99.83","94.94","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Li 610.365","Li","","0.00","0.00","ppm","68.16","-","-","64.53","94.68","34.23","-","-","-","-","Weighted Linear Through None","0.99982","Fitted","-","-1012.02829583426","113030.355820004","-","","","","","","","3","0.00","0.00","0.00","128.30","76.18","-0.01","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Li 670.783","Li","","0.00","0.00","ppm","5647.14","-","-","61.94","1.10","19.66","-","-","-","-","Weighted Linear Through None","0.99986","Fitted","-","5531.1364532904","3847154.39418562","-","","","","","","","3","0.00","0.00","0.00","5627.50","5597.41","5716.52","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Mg 279.553","Mg","","0.00","0.00","ppm","552.27","-","-","15.02","2.72","7.87","-","-","-","-","Weighted Linear Through None","0.99998","Fitted","-","553.836978992799","1697670.96030384","-","","","","","","","3","0.00","0.00","0.00","568.86","548.33","539.62","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Mg 279.800","Mg","","0.00","0.00","ppm","23.43","-","-","5.40","23.03","3.83","-","-","-","-","Weighted Linear Through None","0.99999","Fitted","-","19.6119271442071","7479.79053173978","-","","","","","","","3","0.00","0.00","0.00","20.61","20.02","29.65","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Mg 280.270","Mg","","0.00","0.00","ppm","133.03","-","-","1.96","1.48","4.08","-","-","-","-","Weighted Linear Through None","1.00000","Fitted","-","133.309404520838","407067.137361919","-","","","","","","","3","0.00","0.00","0.00","135.01","131.08","133.00","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Mg 285.213","Mg","","0.00","0.00","ppm","37.16","-","-","9.90","26.64","5.43","-","-","-","-","Weighted Linear Through None","0.99998","Fitted","-","34.7153398245741","82076.607182378","-","","","","","","","3","0.00","0.00","0.00","25.82","41.59","44.08","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Mg 383.829","Mg","","0.00","0.00","ppm","22.60","-","-","7.09","31.39","3.80","-","-","-","-","Weighted Linear Through None","0.99999","Fitted","-","3.21742279289242","12909.0216030996","-","","","","","","","3","0.00","0.00","0.00","30.34","16.40","21.06","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Mn 257.610","Mn","","0.00","0.00","ppm","44.91","-","-","7.96","17.72","1.38","-","-","-","-","Weighted Linear Through None","1.00000","Fitted","-","45.2607134280932","496340.505341765","-","","","","","","","3","0.00","0.00","0.00","49.36","35.72","49.65","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Mn 259.372","Mn","","0.00","0.00","ppm","32.45","-","-","2.87","8.84","2.44","-","-","-","-","Weighted Linear Through None","1.00000","Fitted","-","32.5594765527835","353044.321118467","-","","","","","","","3","0.00","0.00","0.00","35.76","30.63","30.98","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Mn 260.568","Mn","","0.00","0.00","ppm","6.01","-","-","3.64","60.49","2.04","-","-","-","-","Weighted Linear Through None","1.00000","Fitted","-","1.41095161748046","62186.1913832183","-","","","","","","","3","0.00","0.00","0.00","8.65","7.53","1.86","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Mn 293.931","Mn","","0.00","0.00","ppm","13.79","-","-","17.16","> 100.00","2.80","-","-","-","-","Weighted Linear Through None","1.00000","Fitted","-","-23.3700508928659","81029.1730798095","-","","","","","","","3","0.00","0.00","0.00","30.88","-3.43","13.93","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Mn 294.921","Mn","","0.00","0.00","ppm","5.57","-","-","4.61","82.68","2.39","-","-","-","-","Weighted Linear Through None","0.99999","Fitted","-","4.59411479618777","126606.326283562","-","","","","","","","3","0.00","0.00","0.00","4.63","1.51","10.57","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Na 330.237","Na","","0.00","0.00","ppm","36.83","-","-","7.97","21.63","167.09","-","-","-","-","Weighted Linear Through None","0.99983","Fitted","-","38.5693323402439","90.9945205304693","-","","","","","","","3","0.00","0.00","0.00","28.77","37.03","44.71","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Na 568.263","Na","","0.00","0.00","ppm","25834.42","-","-","33.78","0.13","","-","-","-","-","Weighted Linear Through None","-","Fitted","-","-","-","-","","","","","","","3","0.00","0.00","0.00","25801.38","25832.99","25868.90","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Na 568.821","Na","","0.00","0.00","ppm","661.74","-","-","44.54","6.73","92.34","-","-","-","-","Weighted Linear Through None","0.99992","Fitted","-","643.78418988701","806.003409078938","-","","","","","","","3","0.00","0.00","0.00","660.84","706.72","617.66","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Na 588.995","Na","","0.00","0.00","ppm","22306.02","-","-","489.51","2.19","7.32","-","-","-","-","Weighted Linear Through None","0.99995","Fitted","-","34609.579228973","602429.674310122","-","","","","","","","3","0.00","0.00","0.00","21748.22","22505.73","22664.11","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Na 589.592","Na","","0.00","0.00","ppm","222.09","-","-","77.45","34.87","17.90","-","-","-","-","Weighted Linear Through None","0.99999","Fitted","-","1433.22081822124","314103.498911419","-","","","","","","","3","0.00","0.00","0.00","282.86","248.55","134.88","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Ni 216.555","Ni","","0.00","0.00","ppm","14.48","-","-","8.42","58.17","2.66","-","-","-","-","Weighted Linear Through None","0.99999","Fitted","-","-5.68781234087442","14025.6155001096","-","","","","","","","3","0.00","0.00","0.00","23.95","11.65","7.84","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Ni 221.648","Ni","","0.00","0.00","ppm","6.41","-","-","1.65","25.72","3.56","-","-","-","-","Weighted Linear Through None","0.99999","Fitted","-","5.37578032909001","10198.8617384727","-","","","","","","","3","0.00","0.00","0.00","7.26","7.46","4.51","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Ni 227.021","Ni","","0.00","0.00","ppm","29.30","-","-","8.34","28.47","3.36","-","-","-","-","Weighted Linear Through None","0.99999","Fitted","-","4.34130060846223","19417.2844350435","-","","","","","","","3","0.00","0.00","0.00","25.74","23.34","38.84","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Ni 230.299","Ni","","0.00","0.00","ppm","1.01","-","-","6.65","> 100.00","3.11","-","-","-","-","Weighted Linear Through None","0.99999","Fitted","-","-17.7356714751691","20530.860857867","-","","","","","","","3","0.00","0.00","0.00","8.54","-4.03","-1.49","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Ni 231.604","Ni","","0.00","0.00","ppm","17.77","-","-","7.92","44.60","4.09","-","-","-","-","Weighted Linear Through None","0.99999","Fitted","-","-1.28060593835289","16679.0136786914","-","","","","","","","3","0.00","0.00","0.00","10.82","16.08","26.40","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","P 177.434","P","","0.00","0.00","ppm","1.70","-","-","0.06","3.35","75.82","-","-","-","-","Weighted Linear Through None","0.99998","Fitted","-","1.69707402417487","39.1012432548619","-","","","","","","","3","0.00","0.00","0.00","1.76","1.65","1.67","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","P 178.222","P","","0.00","0.00","ppm","6.95","-","-","1.03","14.83","7.74","-","-","-","-","Weighted Linear Through None","0.99991","Fitted","-","4.99807481666199","54.0147616857345","-","","","","","","","3","0.00","0.00","0.00","6.23","6.49","8.13","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","P 185.878","P","","0.00","0.00","ppm","14.26","-","-","6.57","46.06","13.29","-","-","-","-","Weighted Linear Through None","0.99996","Fitted","-","17.2916333076685","461.790265182602","-","","","","","","","3","0.00","0.00","0.00","10.87","21.83","10.08","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","P 213.618","P","","0.00","0.00","ppm","10.76","-","-","10.56","98.12","26.79","-","-","-","-","Weighted Linear Through None","0.99975","Fitted","-","-55.5834318790857","3658.98880106199","-","","","","","","","3","0.00","0.00","0.00","4.14","22.93","5.20","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","P 214.914","P","","0.00","0.00","ppm","6.83","-","-","3.65","53.38","5.27","-","-","-","-","Weighted Linear Through None","0.99998","Fitted","-","2.36831859195516","752.006105189393","-","","","","","","","3","0.00","0.00","0.00","2.80","7.81","9.89","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Pb 182.143","Pb","","0.00","0.00","ppm","71.62","-","-","5.15","7.19","3.55","-","-","-","-","Weighted Linear Through None","0.99999","Fitted","-","66.7802156568523","891.646461101648","-","","","","","","","3","0.00","0.00","0.00","76.23","66.06","72.56","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Pb 217.000","Pb","","0.00","0.00","ppm","9.84","-","-","6.57","66.76","9.70","-","-","-","-","Weighted Linear Through None","0.99999","Fitted","-","1.1580929684518","1722.23303232282","-","","","","","","","3","0.00","0.00","0.00","14.33","12.88","2.30","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Pb 220.353","Pb","","0.00","0.00","ppm","12.36","-","-","15.45","> 100.00","5.20","-","-","-","-","Weighted Linear Through None","1.00000","Fitted","-","-17.4391784547734","8268.5492860044","-","","","","","","","3","0.00","0.00","0.00","-1.79","10.02","28.85","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Pb 261.417","Pb","","0.00","0.00","ppm","22.27","-","-","12.98","58.27","71.44","-","-","-","-","Weighted Linear Through None","0.99994","Fitted","-","-30.5090284543937","1423.82927542302","-","","","","","","","3","0.00","0.00","0.00","32.31","26.88","7.62","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Pb 283.305","Pb","","0.00","0.00","ppm","58.25","-","-","10.95","18.80","10.55","-","-","-","-","Weighted Linear Through None","0.99996","Fitted","-","31.260575949749","3457.03990890979","-","","","","","","","3","0.00","0.00","0.00","62.18","45.87","66.69","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Rb 420.179","Rb","","0.00","0.00","ppm","95.82","-","-","111.86","> 100.00","87350.86","-","-","-","-","Weighted Linear Through None","-0.14393","Fitted","-","103.838868986684","4.60115132152802","-","","","","","","","3","0.00","0.00","0.00","224.46","41.55","21.46","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Rb 421.552","Rb","","0.00","0.00","ppm","51.06","-","-","41.14","80.58","1.36","-","-","-","-","Weighted Linear Through None","1.00000","Fitted","-","51.8402042096656","4438449.61941586","-","","","","","","","3","0.00","0.00","0.00","26.08","98.54","28.54","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Rb 620.631","Rb","","0.00","0.00","ppm","321.40","-","-","42.46","13.21","","-","-","-","-","Weighted Linear Through None","-","Fitted","-","-","-","-","","","","","","","3","0.00","0.00","0.00","272.37","345.59","346.25","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Rb 775.765","Rb","","0.00","0.00","ppm","-125.58","-","-","67.16","53.48","","-","-","-","-","Weighted Linear Through None","-","Fitted","-","-","-","-","","","","","","","3","0.00","0.00","0.00","-128.55","-56.98","-191.20","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Rb 780.026","Rb","","0.00","0.00","ppm","1008.01","-","-","70.30","6.97","147.22","-","-","-","-","Weighted Linear Through None","0.99965","Fitted","-","-202.708820142063","10810.2898214518","-","","","","","","","3","0.00","0.00","0.00","1002.77","1080.78","940.47","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","S 178.165","S","","0.00","0.00","ppm","5.49","-","-","3.04","55.33","771.70","-","-","-","-","Weighted Linear Through None","0.95643","Fitted","-","5.30901679648971","0.388838359372295","-","","","","","","","3","0.00","0.00","0.00","5.94","8.28","2.25","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","S 180.669","S","","0.00","0.00","ppm","26.04","-","-","0.84","3.22","12.91","-","-","-","-","Weighted Linear Through None","0.99999","Fitted","-","25.2302093449699","344.493549178266","-","","","","","","","3","0.00","0.00","0.00","26.69","25.09","26.33","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","S 181.972","S","","0.00","0.00","ppm","77.64","-","-","4.54","5.85","6.98","-","-","-","-","Weighted Linear Through None","1.00000","Fitted","-","69.2127029094549","743.639999407359","-","","","","","","","3","0.00","0.00","0.00","81.12","79.29","72.50","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","S 182.562","S","","0.00","0.00","ppm","46.86","-","-","4.14","8.84","78.78","-","-","-","-","Weighted Linear Through None","0.99975","Fitted","-","26.5990855487214","243.847099651343","-","","","","","","","3","0.00","0.00","0.00","46.88","51.00","42.72","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","S 189.965","S","","0.00","0.00","ppm","10.73","-","-","3.16","29.48","","-","-","-","-","Weighted Linear Through None","-","Fitted","-","-","-","-","","","","","","","3","0.00","0.00","0.00","9.71","8.21","14.28","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Se 185.457","Se","","0.00","0.00","ppm","13.12","-","-","1.55","11.80","72.11","-","-","-","-","Weighted Linear Through None","0.99995","Fitted","-","11.1826227341824","152.902964789543","-","","","","","","","3","0.00","0.00","0.00","12.09","14.90","12.38","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Se 185.821","Se","","0.00","0.00","ppm","6.21","-","-","4.39","70.73","19.66","-","-","-","-","Weighted Linear Through None","0.99996","Fitted","-","3.11479854841861","87.9331112630427","-","","","","","","","3","0.00","0.00","0.00","5.56","10.88","2.18","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Se 196.026","Se","","0.00","0.00","ppm","12.27","-","-","5.04","41.06","18.62","-","-","-","-","Weighted Linear Through None","0.99998","Fitted","-","-2.86021867257841","1601.88122162096","-","","","","","","","3","0.00","0.00","0.00","15.97","6.53","14.31","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Se 203.985","Se","","0.00","0.00","ppm","18.24","-","-","8.62","47.27","19.47","-","-","-","-","Weighted Linear Through None","0.99994","Fitted","-","-2.73430287691605","1057.05047968702","-","","","","","","","3","0.00","0.00","0.00","8.95","25.99","19.78","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Se 206.279","Se","","0.00","0.00","ppm","0.02","-","-","1.52","> 100.00","17.27","-","-","-","-","Weighted Linear Through None","0.99998","Fitted","-","0.432836017656708","90.3577053546516","-","","","","","","","3","0.00","0.00","0.00","-1.48","-0.02","1.56","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Si 185.005","Si","","0.00","0.00","ppm","40.67","-","-","3.31","8.13","9.41","-","-","-","-","Weighted Linear Through None","0.99999","Fitted","-","33.1002806712679","1271.34799085281","-","","","","","","","3","0.00","0.00","0.00","36.85","42.55","42.61","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Si 250.690","Si","","0.00","0.00","ppm","98.48","-","-","20.10","20.41","4.89","-","-","-","-","Weighted Linear Through None","0.99998","Fitted","-","41.1287226591307","5854.85577501621","-","","","","","","","3","0.00","0.00","0.00","99.38","118.11","77.95","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Si 251.611","Si","","0.00","0.00","ppm","139.57","-","-","9.34","6.69","7.08","-","-","-","-","Weighted Linear Through None","0.99998","Fitted","-","103.528693049032","7106.80716865906","-","","","","","","","3","0.00","0.00","0.00","145.31","144.61","128.79","","",""
"Blank","S1:1","BLK","Original","5/6/2025 3:52:01 PM","Si 252.851","Si","","0.00","0.00","ppm","110.97","-","-","2.91","2.62","11.86","-","-","-","-","Weighted Linear Through None","0.99998","Fitted","-","97.3587974504987","8378.45019449021","-","","","","","","","3","0.00","0.00","0.00","112.91","107.62","112.37","","",""
